644	121
556	120
568	120
592	120
624	120
599	119
630	118
655	117
535	115
679	115
572	114
621	114
658	114
563	113
596	113
600	113
611	112
617	112
635	112
636	112
671	112
703	112
564	111
579	111
665	111
586	110
605	110
642	110
562	109
582	109
598	109
639	109
520	108
583	108
650	108
-83	107
569	107
606	107
576	105
597	105
627	105
633	105
634	105
643	105
577	104
664	104
685	104
638	102
604	101
614	101
619	101
656	101
613	100
640	100
657	100
584	99
625	99
626	99
591	98
631	98
653	98
734	97
612	96
620	96
641	96
660	96
-81	95
669	95
645	94
-79	93
-82	92
571	92
652	92
666	92
742	92
-84	89
677	89
632	88
654	88
-80	87
663	87
670	87
678	87
-85	86
648	86
662	86
713	86
729	86
731	84
590	83
646	83
661	83
719	83
-88	82
697	82
699	82
691	81
726	81
686	80
727	80
730	80
647	79
673	79
693	79
706	79
718	79
702	76
724	76
732	76
668	74
733	74
700	73
714	73
912	73
716	72
741	72
756	72
845	72
-86	71
683	71
692	71
711	71
728	70
735	70
762	70
909	70
969	70
690	69
772	69
902	69
694	68
707	68
903	68
680	67
761	67
906	67
684	66
698	66
736	66
755	66
875	66
905	66
696	65
708	65
721	65
754	65
770	65
704	64
740	64
743	64
874	64
-90	63
-89	63
-87	63
687	63
705	63
710	63
768	63
798	63
659	62
720	62
725	62
750	62
751	62
846	62
894	62
944	62
667	61
910	61
924	61
682	60
895	60
896	60
900	60
908	60
915	60
688	59
723	59
749	59
776	59
882	59
888	59
1014	59
1021	59
676	58
701	58
717	58
722	58
847	58
675	57
748	57
764	57
876	57
897	57
898	57
913	57
920	57
695	56
737	56
747	56
753	56
816	56
861	56
884	56
889	56
899	56
922	56
950	56
689	55
712	55
757	55
760	55
783	55
848	55
881	55
674	54
744	54
763	54
773	54
789	54
797	54
817	54
904	54
791	53
804	53
911	53
952	53
715	52
769	52
792	52
853	52
856	52
867	52
868	52
917	52
921	52
942	52
709	51
890	51
929	51
939	51
745	50
785	50
862	50
872	50
930	50
931	50
983	50
987	50
1007	50
1028	50
738	49
782	49
825	49
891	49
1000	49
1015	49
681	48
777	48
787	48
790	48
831	48
840	48
855	48
863	48
870	48
880	48
901	48
938	48
981	48
985	48
771	47
784	47
800	47
805	47
807	47
811	47
854	47
860	47
866	47
907	47
916	47
928	47
1004	47
-91	46
739	46
746	46
767	46
780	46
813	46
818	46
841	46
857	46
859	46
887	46
914	46
932	46
943	46
752	45
809	45
834	45
883	45
949	45
979	45
759	44
781	44
793	44
815	44
824	44
835	44
838	44
869	44
951	44
966	44
765	43
808	43
829	43
833	43
885	43
893	43
918	43
964	43
994	43
1019	43
802	42
803	42
810	42
812	42
819	42
826	42
849	42
858	42
873	42
919	42
958	42
972	42
973	42
980	42
778	41
832	41
842	41
877	41
954	41
984	41
796	40
865	40
871	40
923	40
956	40
978	40
986	40
990	40
991	40
992	40
1046	40
788	39
843	39
844	39
864	39
926	39
937	39
996	39
766	38
775	38
786	38
827	38
879	38
976	38
993	38
1027	38
1207	38
806	37
821	37
823	37
836	37
837	37
852	37
946	37
948	37
970	37
999	37
1001	37
1006	37
1009	37
794	36
799	36
820	36
828	36
839	36
851	36
878	36
935	36
959	36
974	36
1010	36
1018	36
758	35
941	35
945	35
957	35
968	35
971	35
988	35
1025	35
795	34
892	34
947	34
989	34
1003	34
-109	33
822	33
927	33
1002	33
774	32
801	32
886	32
925	32
934	32
1024	32
1209	32
961	31
962	31
995	31
1020	31
1026	31
1071	31
830	30
933	30
982	30
1008	30
1016	30
1034	30
850	29
953	29
1022	29
1030	29
1045	29
1096	29
936	28
955	28
1005	28
1013	28
1023	28
1054	28
1072	28
1200	28
1331	28
965	27
975	27
977	27
1031	27
1035	27
1112	27
1274	27
779	26
814	26
1012	26
1069	26
940	25
960	25
963	25
1029	25
1033	25
1041	25
1050	25
1078	25
2308	25
1049	24
1097	24
1129	24
1017	23
1037	23
1048	23
1064	23
1067	23
1133	23
1231	23
-227	22
967	22
1011	22
1036	22
1043	22
1057	22
1060	22
1077	22
1188	22
1203	22
1218	22
1219	22
1270	22
-95	21
998	21
1042	21
1044	21
1047	21
1053	21
1137	21
1191	21
1236	21
1242	21
1056	20
1058	20
1063	20
1068	20
1070	20
1098	20
1208	20
1249	20
1253	20
1308	20
-94	19
1062	19
1065	19
1074	19
1080	19
1095	19
1138	19
1238	19
1245	19
1288	19
1289	19
1294	19
1307	19
1318	19
1038	18
1039	18
1061	18
1091	18
1119	18
1126	18
1189	18
1205	18
1240	18
1244	18
1255	18
1293	18
1302	18
-99	17
-97	17
-96	17
-92	17
1040	17
1051	17
1075	17
1084	17
1125	17
1127	17
1130	17
1140	17
1153	17
1193	17
1196	17
1204	17
1206	17
1210	17
1215	17
1247	17
1260	17
1261	17
1263	17
1282	17
1285	17
1299	17
1364	17
1059	16
1092	16
1099	16
1110	16
1123	16
1124	16
1144	16
1192	16
1216	16
1241	16
1257	16
1259	16
1264	16
1268	16
1272	16
1291	16
1336	16
1343	16
1441	16
-98	15
1089	15
1090	15
1104	15
1105	15
1106	15
1117	15
1118	15
1128	15
1142	15
1158	15
1162	15
1167	15
1190	15
1194	15
1198	15
1201	15
1202	15
1262	15
1287	15
1300	15
1305	15
1314	15
-137	14
-93	14
1032	14
1076	14
1081	14
1141	14
1154	14
1169	14
1186	14
1187	14
1225	14
1228	14
1229	14
1239	14
1273	14
1281	14
1284	14
1303	14
1309	14
1324	14
1328	14
1330	14
1333	14
2307	14
997	13
1052	13
1079	13
1102	13
1108	13
1109	13
1111	13
1121	13
1122	13
1134	13
1135	13
1136	13
1150	13
1157	13
1182	13
1195	13
1197	13
1213	13
1220	13
1223	13
1250	13
1256	13
1275	13
1286	13
1317	13
1320	13
1325	13
1337	13
1340	13
1353	13
1354	13
1373	13
-106	12
-105	12
-100	12
1088	12
1093	12
1094	12
1114	12
1115	12
1116	12
1131	12
1146	12
1151	12
1156	12
1160	12
1184	12
1199	12
1221	12
1243	12
1276	12
1292	12
1295	12
1313	12
1315	12
1316	12
1350	12
1448	12
1474	12
1556	12
1585	12
1620	12
1636	12
1711	12
-103	11
1055	11
1066	11
1073	11
1085	11
1087	11
1100	11
1103	11
1113	11
1147	11
1166	11
1174	11
1177	11
1234	11
1248	11
1252	11
1266	11
1267	11
1271	11
1280	11
1283	11
1296	11
1297	11
1306	11
1323	11
1332	11
1338	11
1339	11
1356	11
1381	11
1386	11
1387	11
1392	11
1580	11
1595	11
1630	11
1652	11
1725	11
-232	10
-212	10
1082	10
1086	10
1120	10
1139	10
1170	10
1171	10
1172	10
1211	10
1222	10
1233	10
1246	10
1254	10
1269	10
1298	10
1301	10
1321	10
1322	10
1349	10
1360	10
1362	10
1385	10
1388	10
1529	10
1546	10
1550	10
1554	10
1609	10
1649	10
-219	9
-162	9
1083	9
1161	9
1168	9
1180	9
1226	9
1235	9
1237	9
1251	9
1279	9
1290	9
1326	9
1327	9
1329	9
1341	9
1344	9
1359	9
1361	9
1369	9
1371	9
1377	9
1399	9
1413	9
1442	9
1476	9
1484	9
1491	9
1540	9
1544	9
1596	9
1605	9
1608	9
1610	9
1622	9
1662	9
1677	9
1686	9
1712	9
1826	9
-218	8
-113	8
-112	8
-104	8
1101	8
1132	8
1145	8
1148	8
1173	8
1175	8
1178	8
1179	8
1181	8
1183	8
1224	8
1278	8
1304	8
1312	8
1319	8
1334	8
1335	8
1345	8
1347	8
1351	8
1363	8
1366	8
1382	8
1389	8
1390	8
1396	8
1421	8
1436	8
1485	8
1514	8
1528	8
1547	8
1559	8
1573	8
1587	8
1591	8
1599	8
1643	8
1659	8
1681	8
1728	8
1732	8
1735	8
1739	8
1741	8
1751	8
1753	8
-233	7
-202	7
-139	7
-110	7
1143	7
1152	7
1217	7
1227	7
1230	7
1232	7
1265	7
1277	7
1311	7
1342	7
1357	7
1358	7
1367	7
1379	7
1383	7
1384	7
1394	7
1404	7
1408	7
1411	7
1412	7
1415	7
1428	7
1432	7
1434	7
1449	7
1450	7
1454	7
1470	7
1473	7
1496	7
1504	7
1508	7
1526	7
1531	7
1536	7
1555	7
1568	7
1625	7
1637	7
1647	7
1695	7
1696	7
1700	7
1705	7
1710	7
1733	7
1754	7
-199	6
-142	6
-121	6
-119	6
-117	6
-108	6
-107	6
-101	6
1149	6
1164	6
1165	6
1176	6
1212	6
1355	6
1375	6
1391	6
1393	6
1398	6
1402	6
1405	6
1406	6
1416	6
1417	6
1422	6
1438	6
1447	6
1462	6
1466	6
1469	6
1475	6
1477	6
1479	6
1480	6
1486	6
1487	6
1490	6
1506	6
1507	6
1518	6
1519	6
1539	6
1564	6
1579	6
1586	6
1590	6
1597	6
1598	6
1607	6
1611	6
1616	6
1617	6
1619	6
1634	6
1658	6
1672	6
1679	6
1701	6
1707	6
1708	6
1714	6
1721	6
1724	6
1734	6
1736	6
1745	6
1767	6
1808	6
-159	5
-118	5
-111	5
-102	5
1107	5
1155	5
1163	5
1214	5
1258	5
1346	5
1348	5
1352	5
1372	5
1378	5
1395	5
1400	5
1401	5
1409	5
1410	5
1418	5
1426	5
1433	5
1455	5
1458	5
1461	5
1478	5
1481	5
1482	5
1488	5
1492	5
1501	5
1521	5
1523	5
1524	5
1525	5
1527	5
1537	5
1538	5
1545	5
1557	5
1558	5
1561	5
1566	5
1569	5
1572	5
1576	5
1593	5
1601	5
1606	5
1614	5
1632	5
1648	5
1651	5
1657	5
1666	5
1673	5
1683	5
1688	5
1693	5
1713	5
1718	5
1726	5
1731	5
1740	5
1746	5
1747	5
1748	5
1759	5
1763	5
1799	5
1819	5
-368	4
-300	4
-217	4
-180	4
-132	4
-126	4
-115	4
1159	4
1310	4
1365	4
1397	4
1414	4
1420	4
1429	4
1430	4
1437	4
1451	4
1453	4
1456	4
1463	4
1471	4
1472	4
1483	4
1494	4
1495	4
1497	4
1500	4
1505	4
1509	4
1512	4
1515	4
1516	4
1520	4
1530	4
1532	4
1533	4
1534	4
1551	4
1553	4
1560	4
1562	4
1563	4
1565	4
1574	4
1577	4
1581	4
1583	4
1594	4
1602	4
1613	4
1615	4
1618	4
1621	4
1623	4
1626	4
1631	4
1635	4
1638	4
1656	4
1669	4
1676	4
1680	4
1682	4
1687	4
1698	4
1702	4
1703	4
1715	4
1727	4
1730	4
1744	4
1749	4
1750	4
1755	4
1756	4
1758	4
1781	4
1784	4
1787	4
1804	4
1858	4
1985	4
-278	3
-228	3
-225	3
-211	3
-206	3
-134	3
-124	3
-120	3
-114	3
1185	3
1368	3
1370	3
1376	3
1407	3
1423	3
1425	3
1427	3
1431	3
1443	3
1445	3
1446	3
1452	3
1457	3
1464	3
1465	3
1468	3
1489	3
1493	3
1498	3
1503	3
1511	3
1522	3
1535	3
1541	3
1549	3
1552	3
1567	3
1570	3
1575	3
1578	3
1582	3
1588	3
1592	3
1600	3
1624	3
1628	3
1642	3
1645	3
1646	3
1664	3
1665	3
1667	3
1668	3
1675	3
1697	3
1699	3
1704	3
1709	3
1716	3
1722	3
1729	3
1737	3
1738	3
1752	3
1762	3
1764	3
1769	3
1770	3
1783	3
1792	3
1795	3
1807	3
1812	3
1817	3
1820	3
1832	3
1834	3
1932	3
1998	3
2028	3
2306	3
-723	2
-716	2
-375	2
-367	2
-366	2
-365	2
-274	2
-251	2
-213	2
-187	2
-179	2
-178	2
-144	2
-141	2
-128	2
-125	2
-122	2
-116	2
1374	2
1403	2
1419	2
1435	2
1440	2
1444	2
1460	2
1467	2
1499	2
1502	2
1510	2
1542	2
1548	2
1584	2
1589	2
1603	2
1612	2
1629	2
1633	2
1639	2
1640	2
1650	2
1654	2
1655	2
1670	2
1674	2
1678	2
1684	2
1685	2
1690	2
1692	2
1694	2
1717	2
1719	2
1723	2
1760	2
1761	2
1766	2
1768	2
1771	2
1772	2
1779	2
1780	2
1786	2
1788	2
1791	2
1796	2
1803	2
1806	2
1813	2
1821	2
1827	2
1851	2
1854	2
1860	2
1881	2
1896	2
1897	2
1904	2
1911	2
1915	2
1918	2
1919	2
1921	2
1924	2
1925	2
1942	2
1945	2
1971	2
1978	2
1986	2
1990	2
2000	2
2006	2
2009	2
2010	2
2012	2
2013	2
2018	2
2022	2
2029	2
2035	2
2093	2
2100	2
2140	2
2141	2
2208	2
2250	2
2341	2
-717	1
-711	1
-710	1
-709	1
-683	1
-649	1
-648	1
-453	1
-372	1
-370	1
-369	1
-362	1
-333	1
-330	1
-322	1
-310	1
-306	1
-302	1
-294	1
-288	1
-286	1
-273	1
-261	1
-260	1
-258	1
-210	1
-205	1
-198	1
-197	1
-196	1
-184	1
-183	1
-169	1
-168	1
-164	1
-163	1
-147	1
-143	1
-138	1
-136	1
-133	1
-131	1
-129	1
-127	1
1380	1
1424	1
1439	1
1459	1
1571	1
1604	1
1627	1
1641	1
1644	1
1653	1
1660	1
1661	1
1663	1
1671	1
1691	1
1742	1
1743	1
1757	1
1773	1
1775	1
1776	1
1777	1
1782	1
1785	1
1789	1
1790	1
1793	1
1794	1
1797	1
1800	1
1801	1
1802	1
1809	1
1810	1
1815	1
1816	1
1818	1
1823	1
1824	1
1828	1
1829	1
1830	1
1833	1
1841	1
1842	1
1846	1
1847	1
1848	1
1850	1
1852	1
1853	1
1857	1
1863	1
1865	1
1868	1
1869	1
1873	1
1880	1
1888	1
1892	1
1893	1
1895	1
1898	1
1903	1
1906	1
1907	1
1913	1
1917	1
1920	1
1927	1
1931	1
1938	1
1947	1
1948	1
1952	1
1953	1
1956	1
1960	1
1964	1
1965	1
1967	1
1968	1
1969	1
1973	1
1975	1
1976	1
1979	1
1983	1
1987	1
1989	1
1993	1
1994	1
1995	1
1999	1
2003	1
2004	1
2007	1
2016	1
2017	1
2023	1
2024	1
2025	1
2027	1
2037	1
2043	1
2051	1
2057	1
2060	1
2062	1
2064	1
2069	1
2071	1
2072	1
2074	1
2075	1
2079	1
2081	1
2082	1
2089	1
2092	1
2096	1
2102	1
2104	1
2105	1
2113	1
2125	1
2127	1
2132	1
2143	1
2147	1
2155	1
2157	1
2161	1
2162	1
2163	1
2183	1
2190	1
2196	1
2204	1
2209	1
2212	1
2220	1
2224	1
2225	1
2231	1
2237	1
2239	1
2246	1
2253	1
2254	1
2263	1
2268	1
2271	1
2279	1
2280	1
2297	1
2320	1
2323	1
2324	1
2325	1
2342	1
2345	1
2356	1
2357	1
2368	1
2382	1
2383	1
2385	1
2398	1
2407	1
2436	1
2437	1
2449	1
2462	1
2496	1
2525	1
